AP Inventory
AP Name,Ethernet MAC,AP IP Address,Location,Model,Controller Name,Primary Controller Name,Admin Status,Serial Number,AP Type,Secondary Controller Name,AP Mode
CPUCEP00009/01-01CI-Taman_Dpn_STO_Cpu,00:1F:64:ED:EE:23,10.15.52.13,Jl. Rumah Sakit no 35,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501004,CAPWAP,,FitAP
PWPWR00036/01-02CI-T7_Dp_Blombang_Water_Park,00:1F:64:ED:EE:2C,10.15.11.34,JL. A. YANI 362, DS. KURIPAN, PURWODADI - GROBOGAN 58112,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501007,CAPWAP,,FitAP
RBGRDB00002/01-02CI-T7_Dp_POS_Satpam,00:1F:64:ED:EE:35,10.15.11.31,Jl. Diponegoro No. - Kab. Blora,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501010,CAPWAP,,FitAP
KSKUD00026/01-01CI-Smpng_Mshola,00:1F:64:ED:EE:3E,10.15.53.235,Depan SMA Negeri 2 Kudus Jl. Ganseha, Kel. Purwosari Kota Kudus,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501013,CAPWAP,,FitAP
PWPWR00028/01-02CI-Dpn_Kejaksaan,00:1F:64:ED:EE:41,10.15.11.74,Bank BRI Purwodadi,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501014,CAPWAP,,FitAP
PWPWR00034/01-01CI-Sblh_Kiri_Gedung_Pramuka,00:1F:64:ED:EE:4A,10.15.11.14,SANGGAR PRAMUKA PURWODADI,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501017,CAPWAP,,FitAP
4KS006306/01-01CI-Dpn_Gdng_Bkd,00:1F:64:ED:EE:4D,10.15.12.10,Pendopo Kabupaten Jl. Alun-alun No. 1 Kudus,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Disabled,SN:01010601P14213501018,CAPWAP,,FitAP
KSKUD00031/01-02CI-Ats_Sblh_Utra_Xoxo,00:1F:64:ED:EE:5F,10.15.53.122,Jl. Sunan Muria No. 29 Glantengan - Kode POS 50313 Kudus,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501024,CAPWAP,,FitAP
SWSKW00006/01-01CI-Depan_Ruko,00:1F:64:ED:EE:62,10.15.24.96,PALAPA-TAXI_SW,AE6100-E2ANH2,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010601P14213501025,CAPWAP,WAC-D6-SKK,FitAP
PTKPTK00274/01-02CI-Tiang_Telepon_Depan,00:1F:64:ED:EE:68,10.15.24.77,KANTOR-DPD-GOLKAR_JL_AHMAD-YANI_PTK,AE6100-E2ANH2,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010601P14213501027,CAPWAP,WAC-D6-SKK,FitAP
PWPWR00021/01-01BI-R_Luar_Infokom,00:1F:64:ED:EE:6B,10.15.11.187,INFOKOM PEMKAB GROBOGAN Jl. Gatot Subroto No. 6 Purwodadi,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501028,CAPWAP,,FitAP
PKPKL00192/01-01CI-Antena_TV,00:1F:64:ED:EE:6E,10.16.30.148,Kel. Buaran Kradenan Jl. Parkit No.1 Pekalongan,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010601P14213501029,CAPWAP,,FitAP
BLABLO-00002/01-01CI-Dpn_Htel_Mstka,00:1F:64:ED:EE:71,10.15.11.21,Depan KPUD BLORA Jl. Halmahera No.- Blora,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501030,CAPWAP,,FitAP
4KS005687/01-01CI-Tower_Air,00:1F:64:ED:EE:74,10.15.53.112,JL. BABALAN - PRAWOTO UNDAAN KUDUS,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501031,CAPWAP,,FitAP
PWPWR00023/01-02CI-Hlmn_Dpn,00:1F:64:ED:EE:7A,10.15.11.103,DINAS PERTANIAN KAB.GROBOGAN jl.DIPONEGORO no 20,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501033,CAPWAP,,FitAP
KSDMA00016/01-01CI-T7_Samping_kr_Masjid,00:1F:64:ED:EE:7D,10.15.10.21,WIFI WISATA DPN MASJID AGUNG DEMAK, KAUMAN UTARA NO. 61, BINTORO - DEMAK,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501034,CAPWAP,,FitAP
4KS005703/01-05CI-Prkir_Mtr_Dpn,00:1F:64:ED:EE:80,10.15.53.196,Universitas Muria Kudus_Rektorat Gondangmanis, Bae Po Box 53 , Kudus 59352,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501035,CAPWAP,,FitAP
4KS005703/01-06CI-Grbng_Msk_Umk,00:1F:64:ED:EE:83,10.15.53.171,Universitas Muria Kudus_Rektorat Gondangmanis, Bae Po Box 53 , Kudus 59352,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501036,CAPWAP,,FitAP
KSDMA00005/01-03CI-R_Blkng,00:1F:64:ED:EE:89,10.15.10.91,SMK Pelayaran Demak (PARSIAL) jl diponegoro no 1, JOGOLOYO kab,demak,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501038,CAPWAP,,FitAP
PTPAT00010/01-03CI-Blkg_GFC_Sblh_Kn,00:1F:64:ED:EE:8C,10.15.12.63,JL. PATI - JUWANA,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501039,CAPWAP,,FitAP
BLABLO-00002/01-03CI-Dlm_Kntor_Kpud,00:1F:64:ED:EE:8F,10.15.11.39,Depan KPUD BLORA Jl. Halmahera No.- Blora,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501040,CAPWAP,,FitAP
4DM005563/01-03CI-R_Lab_Ipa,00:1F:64:ED:EE:92,10.15.51.60,Not set,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501041,CAPWAP,,FitAP
KSKUD00017/01-02CI-Dpn_Kia_Mtr,00:1F:64:ED:EE:9B,0.0.0.0,DPN APOTIK CAHAYA FARMA KUDUS_JL. JEND. SUDIRMAN NO. 11A KUDUS,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
PTKPTK00208/01-02CI-Tiang_Telpon,00:1F:64:ED:EE:A1,10.15.23.104,CAFE-HONEY_JL_PANGLIMA-AIM_PTK,AE6100-E2ANH2,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010601P14213501046,CAPWAP,WAC-D6-SKK,FitAP
KSKUD00040/01-01CI-At_Atap_Toko,00:1F:64:ED:EE:AD,10.15.12.42,JL. KHR ASNAWI NO. 23 KUDUS,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501050,CAPWAP,,FitAP
KSKUD00023/01-06CI-Lt2_Audit_Lr_Pjok_Kri_Sltn,00:1F:64:ED:EE:B0,10.15.53.15,UMK_GEDUNG AUDITORIUM GONDANGMANIS PO.BOX53 BAE KUDUS,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501051,CAPWAP,,FitAP
BOOBOO00084/01-04CI-Air_Mancur,00:1F:64:ED:EE:B3,0.0.0.0,Air Mancur Bogor,AE6100-E2ANH2,WAC-AUT-JKT-JT,WAC-AUT-JKT-JT,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
KSKUD00017/01-03CI-Dpn-Toko_Victori,00:1F:64:ED:EE:B6,10.15.53.99,DPN APOTIK CAHAYA FARMA KUDUS_JL. JEND. SUDIRMAN NO. 11A KUDUS,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501053,CAPWAP,,FitAP
BLPBLP00002/01-01CI-Tiang_Tlp_Sblh_Kiri,00:1F:64:ED:EE:B9,10.15.16.12,Wico PlasaTelkom Balapulang Jl. Pramuka 86,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010601P14213501054,CAPWAP,,FitAP
PTPAT00006/01-03CI-Dpn_Dprd,00:1F:64:ED:EE:BC,10.15.11.72,ALUN-ALUN PATI_JL. TOMBRONRGORO NO. 1,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501055,CAPWAP,,FitAP
4PK005070/01-04CI-Dp_kelas_A2,00:1F:64:ED:EE:BF,10.15.17.43,SMK Baitussalam Pekl Jl. Dharma Bakti,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010601P14213501056,CAPWAP,,FitAP
KSKUD00026/01-02CI-Dpn_Lpngn,00:1F:64:ED:EE:C5,10.15.53.230,Depan SMA Negeri 2 Kudus Jl. Ganseha, Kel. Purwosari Kota Kudus,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501058,CAPWAP,,FitAP
PKPKL00024/01-03CI-Pintu_Barat,00:1F:64:ED:EE:C8,10.15.17.7,Kantor Diskominfo Kota Pekl. Jl. Majapahit,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010601P14213501059,CAPWAP,,FitAP
PTPAT00010/01-01CI-Dpn_Kri_Sblh_ATM,00:1F:64:ED:EE:CB,10.15.12.70,JL. PATI - JUWANA,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501060,CAPWAP,,FitAP
PWPWR00018/01-01CIAts_Bliho_Hrpindo,00:1F:64:ED:EE:D1,10.15.11.92,HaRpindo Purwodadi Samping Telkom PW Jl. R. Suprapto samping Telkom Purwodadi,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501062,CAPWAP,,FitAP
BLABLO-00002/01-02CI-Dpn_Kntor_kpud,00:1F:64:ED:EE:D4,10.15.11.33,Depan KPUD BLORA Jl. Halmahera No.- Blora,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501063,CAPWAP,,FitAP
4TG005089/01-04CI-Tower,00:1F:64:ED:EE:D7,10.15.18.119,SMK Pius Tegal Jl. Kapt. Ismail 120,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010601P14213501064,CAPWAP,,FitAP
JPAJPR00008/01-02CI-Pal_Tlpon,00:1F:64:ED:EE:DA,10.15.10.30,UNISNU JEPARA 2 RAYA SENENAN - SENENAN KAB. JEPARA,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501065,CAPWAP,,FitAP
4KS006306/01-03CI-Dpn_Pos_Stpol_Pp,00:1F:64:ED:EE:E0,10.15.12.32,Pendopo Kabupaten Jl. Alun-alun No. 1 Kudus,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Disabled,SN:01010601P14213501067,CAPWAP,,FitAP
4KS006276/01-02CI-Dpn_Gudang,00:1F:64:ED:EE:E3,10.15.53.166,KPUD Kudus_Jl. Ganesha No. 4 Kudus,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501068,CAPWAP,,FitAP
KSKUD00027/01-04CI-Dkt_Pbrik_Clombo,00:1F:64:ED:EE:EC,10.15.53.84,Depan SMP Negeri 3 Kudus JL. JEND. SUDIRMAN 76 KUDUS,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Disabled,SN:01010601P14213501071,CAPWAP,,FitAP
4DM006126/01-01CI-Trs_Dpn,00:1F:64:ED:EE:F2,10.15.10.78,KPUD Demak Jl. Kyai Turmudi No.1 Demak,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501073,CAPWAP,,FitAP
4PK006067/01-03CI-ATM,00:1F:64:ED:EE:F5,10.15.17.16,SPBU Wiradesa Jl.Raya Wiradesa Pekalongan,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010601P14213501074,CAPWAP,,FitAP
PWPWR00016/01-01CI-Tower,00:1F:64:ED:EE:FB,10.15.11.172,Polres Grobogan Jl. Gajahmada Purwodadi,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501076,CAPWAP,,FitAP
4PW006146/01-03CI-Lborat,00:1F:64:ED:EE:FE,10.15.11.158,KPUD Grobogan Jl. S. Parman No.2 Purwodadi,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501077,CAPWAP,,FitAP
BTGBTG00005/01-04CI-Luar_Gedung,00:1F:64:ED:EF:01,10.15.15.151,Kantor Pajak Batang Jl. Slamet Riyadi 25,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010601P14213501078,CAPWAP,,FitAP
KSKUD00007/01-04CI-Bundrn_Alun_Alun,00:1F:64:ED:EF:04,10.15.12.76,Alon-alon Kudus_Jl. Simpang 7 No. 1 Kudus,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501079,CAPWAP,,FitAP
KDWKDW00006/01-01CI-Parkir,00:1F:64:ED:EF:07,10.16.30.40,KPU Kab. Pekl Jl. Mandurorejo 48A Kajen,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Enabled,SN:01010601P14213501080,CAPWAP,,FitAP
4TG005088/01-03CI-Dp_Perpus,00:1F:64:ED:EF:25,10.15.18.189,SMA Pius Tegal Jl. Kapt. Ismail No. 120,AE6100-E2ANH2,WAC-D4-GBL03,WAC-D4-GBL03,Disabled,SN:01010601P14213501090,CAPWAP,,FitAP
PWPWR00017/01-01CI-Tiang_Plfon,00:1F:64:ED:EF:31,10.15.11.89,RM. KWEK-KWEK - ALUN-ALUN PURWODADI - SUDIRMAN 19 PURWODADI KAB. GROBOGAN,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Enabled,SN:01010601P14213501094,CAPWAP,,FitAP
KSKUD00027/01-02CI-Dpn_Plres,00:1F:64:EE:77:EB,10.15.53.6,Depan SMP Negeri 3 Kudus JL. JEND. SUDIRMAN 76 KUDUS,AE6100-E2ANH2,WAC-D4-GBL01,WAC-D4-GBL01,Disabled,SN:01010601P14213501110,CAPWAP,,FitAP
UNRUNR00004/01-01AI-R_ProgDat,00:1F:64:EE:78:09,10.17.19.30,KPU Ungaran_Jl. A. Yani No. 6&#160;Ungaran,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513600010,CAPWAP,WAC-D4-GBL02,FitAP
MTRMTR00117/01-14AI-DP_K_18_LT1,00:1F:64:EE:78:0C,10.15.13.45,Rusunawa_Unram_07,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13513600011,CAPWAP,,FitAP
PWTPWT-00057/01-01AI-R_Kepsek,00:1F:64:EE:78:15,0.0.0.0,SMP SUSTERAN PURWOKERTO_JL. JEND.GATOT SUBROTO NO.44 PURWOKERTO,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
4PWT006864/01-02AI-R_Guru,00:1F:64:EE:78:18,10.15.24.39,SMP DIPONEGORO 1 PURWOKERTO_JL. KARANG BENDA GG. KR. ANYAR 1 PURWOKERTO,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513600015,CAPWAP,WAC-D4-GBL02,FitAP
MTRMTR00117/01-13AI-DP_K_04_LT1,00:1F:64:EE:78:21,10.15.11.49,PAPABESAR-SGG_EX-RUSUNAWA,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13513600018,CAPWAP,,FitAP
MTRMTR00117/02-11AI-DP_K_16_LT2,00:1F:64:EE:78:2D,10.15.11.163,POS-UDAYANA_EX-RUSUNAWA,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13513600022,CAPWAP,,FitAP
MTRMTR00117/01-15AI-DP_K_08_LT1,00:1F:64:EE:78:30,10.15.13.19,Rusunawa_Unram_12,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13513600023,CAPWAP,,FitAP
KPKPN00037/01-03AI-R_Kelas,00:1F:64:EE:78:4B,0.0.0.0,SMP KRISTEN 1 ( LENTERA ),AE5100-E2AN2T,WAC-D7-KPN,WAC-D7-KPN,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
Q3-PWTPWT00012/01-01BI-R_Dosen,00:1F:64:EE:78:51,0.0.0.0,SEKOLAH TINGGI TEOLOGI DIAKONOS _JL. PAHLAWAN GG V NO. 909 TANJUNG PURWOKERTO,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
KPKPN00061/01-01AI-Dp_Teras,00:1F:64:EE:78:5D,10.15.21.90,Om Leo Sikumana,AE5100-E2AN2T,WAC-D7-KPN,WAC-D7-KPN,Enabled,SN:01010600P13513600038,CAPWAP,,FitAP
MTRMTR00117/02-12AI-DP_K_10_LT2,00:1F:64:EE:78:63,10.15.13.113,Rusunawa_Unram_16,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13513600040,CAPWAP,,FitAP
KPKPN00037/01-02AI-R_Lab,00:1F:64:EE:78:66,0.0.0.0,SMP KRISTEN 1 ( LENTERA ),AE5100-E2AN2T,WAC-D7-KPN,WAC-D7-KPN,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
6PTK000718/01-03AI-R_Guru_MTs,00:1F:64:EE:78:6F,0.0.0.0,MTS-AL-ISLAKH_JL-HRA-RAHMAN-GG-LAWU_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
KPKPN00037/01-01AI-R_Guru,00:1F:64:EE:78:72,0.0.0.0,SMP KRISTEN 1 ( LENTERA ),AE5100-E2AN2T,WAC-D7-KPN,WAC-D7-KPN,Disabled,SN:00000000000000000000,CAPWAP,,FitAP
6PTK000718/01-02AI-Kelas_7A,00:1F:64:EE:78:75,0.0.0.0,MTS-AL-ISLAKH_JL-HRA-RAHMAN-GG-LAWU_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
6PTK001100/01-01AI-R_Guru,00:1F:64:EE:78:7B,10.15.21.99,SMPN-16_JL-RE-MARTADINATA_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13513600048,CAPWAP,WAC-D6-SKK,FitAP
RSK_4PWT004658/01-02AI-R_TU,00:1F:64:EE:78:84,0.0.0.0,SMPN 2 PEKUNCEN_JL. RAYA CIKAWUNG CIKAWAN PEKUNCEN-PURWOKERTO,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
Q1-4BM004499/01-03AI-Kelas_VIIA,00:1F:64:EE:78:87,0.0.0.0,SMP NEGERI 2 BANYUMAS_JL. BHAYANGKARA BANYUMAS,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
BABJR00022/02-01AI-Aula,00:1F:64:EE:78:8D,10.15.27.21,SMPN 1 WANADADI 1-Jl. Raya Timur Wanadadi Wanadadi,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513600054,CAPWAP,WAC-D4-GBL02,FitAP
6PTK001100/01-03AI-Lobi,00:1F:64:EE:78:93,10.15.21.14,SMPN-16_JL-RE-MARTADINATA_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:01010600P13513600056,CAPWAP,WAC-D6-SKK,FitAP
PTKPTK00134/01-07AI-Asrama_5,00:1F:64:EE:78:99,0.0.0.0,BADAN-DIKLAT-PROV-KALBAR_JL-SUMATRA_PTK,AE5100-E2AN2T,WAC-D6-PTK,WAC-D6-PTK,Disabled,SN:00000000000000000000,CAPWAP,WAC-D6-SKK,FitAP
4BA006496/01-01AI-Dpn_Kls_VIIID,00:1F:64:EE:78:A8,0.0.0.0,MTS MUHAMMADIYAH KARANGKOBAR_Jl. Gayam no.34 Karangkobar,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
5MTR010912/02-10AI-DP_KLS_IPA_3,00:1F:64:EE:78:B7,10.15.13.104,SMAN_01_Mataram_10,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13513600068,CAPWAP,,FitAP
SENKN00002/01-01AI-Bl_R_Pasa,00:1F:64:EE:78:BD,10.15.19.9,Plaza Telkom Niki Niki,AE5100-E2AN2T,WAC-D7-KPN,WAC-D7-KPN,Enabled,SN:01010600P13513600070,CAPWAP,,FitAP
MTRMTR00125/01-01AI-DP_HIMAFIS_1,00:1F:64:EE:78:CC,10.15.13.94,Fakultas_Mipa_Fisika_UNRAM_08,AE5100-E2AN2T,WAC-D7-MTR,WAC-D7-MTR,Enabled,SN:01010600P13513600075,CAPWAP,,FitAP
KPKPN00045/01-03AI-DP_R_Lab,00:1F:64:EE:78:D2,10.15.21.74,SMP N 16 KUPANG,AE5100-E2AN2T,WAC-D7-KPN,WAC-D7-KPN,Enabled,SN:01010600P13513600077,CAPWAP,,FitAP
PWTPWT00042/01-02AI-R_Kepsek,00:1F:64:EE:78:DE,10.15.24.105,SMA RAWALO_Jl. Pawiyatan,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513600081,CAPWAP,WAC-D4-GBL02,FitAP
Q1-KYAKRY00034/01-01AI-R_Guru,00:1F:64:EE:78:E4,0.0.0.0,SMP YPE KROYA _JLN. SLAMET NO. 85 KROYA 27 01 KROYA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
4BA004480/01-03AI-Dpn_R_A204,00:1F:64:EE:78:E7,10.15.26.10,SMK NEGERI 1 BAWANG_JL. RAYA PUCANG NO. 132, BAWANG - BANJAR NEGARA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513600084,CAPWAP,WAC-D4-GBL02,FitAP
Q1-PWTPWT00044/01-01AI-R_TU,00:1F:64:EE:78:EA,0.0.0.0,SMK MAARIF NU 1 WANGON - Jl. Karangjengkol,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
4BA004480/01-04AI-Dpn_R_A214,00:1F:64:EE:78:ED,0.0.0.0,SMK NEGERI 1 BAWANG_JL. RAYA PUCANG NO. 132, BAWANG - BANJAR NEGARA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
4PWT005194/01-01AI-R_Customer_Service,00:1F:64:EE:78:F0,10.15.24.43,FLEXICENTER PURWOKERTO_JL. M. SYAFII NO. 7 (MATAHARI PURWOKERTO),AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513600087,CAPWAP,WAC-D4-GBL02,FitAP
Q1-BABJR00027/01-02AI-Dpn_Perpustakaan,00:1F:64:EE:78:F3,0.0.0.0,SMPN 2 BANJARNEGARA _JL. TENTARA PELAJAR 31 SOKANANDI, BANJAR NEGARA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
Q1-4BA006489/01-01AI-Dpn_R_Guru,00:1F:64:EE:78:F6,0.0.0.0,MTS N 1 RAKIT_JL. RAYA NO.143 RAKIT BANJAR NEGARA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
4BA004479/01-03AI-Samping_Bengkel,00:1F:64:EE:78:F9,0.0.0.0,SMK MUHAMMADIYAH BANJARNEGARA_LETJEN.SUPRAPTO NO. 117, KUTABANJAR BANJARNEGARA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
4BA005478/01-03AI-Ruang_21,00:1F:64:EE:78:FC,0.0.0.0,SMK TAMANSISWA BANJARNEGARA_JL MAYJEN PANJAITAN 29 BANJAR NEGARA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
4BA004480/01-05AI-Dpn_B104,00:1F:64:EE:79:05,0.0.0.0,SMK NEGERI 1 BAWANG_JL. RAYA PUCANG NO. 132, BAWANG - BANJAR NEGARA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
Q1-4BA005465/01-02AI-R_Lobby,00:1F:64:EE:79:0E,0.0.0.0,MAS AL FATAH BANJARNEGARA_JL. S. PARMAN KM 3 BANJARNEGARA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
4BM006854/01-02AI-Lab_Komputer,00:1F:64:EE:79:11,10.15.24.58,SMP YPE PATIKRAJA_JL. RAYA PATIKRAJA NO.18 PATIKRAJA, BANYUMAS,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Enabled,SN:01010600P13513600098,CAPWAP,WAC-D4-GBL02,FitAP
4PWT006832/01-02AI-Lobby_Depan,00:1F:64:EE:79:14,0.0.0.0,SMP Diponegoro 5 Wangon_Jl. Lapangan Klapagading Wangon,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:00000000000000000000,CAPWAP,WAC-D4-GBL02,FitAP
PWTPBG00012/02-01AI-Lab_IPA,00:1F:64:EE:79:17,10.15.27.147,SMA MUHAMMADIYAH 4 KERTANEGARA A_JL. RAYA UTARA KERTANEGARA, PURBALINGGA,AE5100-E2AN2T,WAC-D4-KBU01,WAC-D4-KBU01,Disabled,SN:01010600P13513600100,CAPWAP,WAC-D4-GBL02,FitAP
