AP Inventory
AP Name,Ethernet MAC,AP IP Address,Model,Map Location,Controller Name,802.11b/g/n Status,Location
4BB006779/01-02AI-R_Kelas5,00:1F:64:EE:F6:3B,10.15.15.122,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Up,SDN Keboledan 02 Brebes Jl. Inpres 4
RSK_KMJKMJ00027/01-01AI-Ats_Cumibar,00:1F:64:EE:F6:3E,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-GBL01,Down,JL.DANANG JOYO KARIMUNJAWA
5MTR010964/02-13AI-DP_KLS_8_I,00:1F:64:EE:F6:41,10.15.14.103,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMPN_15_Mataram_02
MTRMTR00030/02-03AI-KOMISIONER,00:1F:64:EE:F6:44,0.0.0.0,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Komisi_Penyiaran_Indonesia_Daerah_09
5MTR010975/02-05AI-DP_KLS_11,00:1F:64:EE:F6:47,10.15.15.137,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMU_Muhamadyah_Mataram_05
5MTR010929/02-07AI-DP_R_KTR,00:1F:64:EE:F6:4A,10.15.13.37,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMK_Muhamadyah_Mataram_07
5MTR010912/01-06AI-DP_KLS_MIA_1,00:1F:64:EE:F6:4D,10.15.13.141,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMAN_01_Mataram_06
MTRMTR00012/01-01AI-DP_K_11,00:1F:64:EE:F6:50,10.15.11.141,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Crown_Mataram_06
MTRMTR00026/03-10AI-DP_K_306,00:1F:64:EE:F6:56,10.15.11.100,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Maktal_Mataram_10
5MTR010912/01-02AI-DP_KLS_IPS_1,00:1F:64:EE:F6:59,10.15.13.30,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMAN_01_Mataram_02
MTRMTR00012/01-02AI-DP_K_102,00:1F:64:EE:F6:5C,10.15.11.143,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Crown_Mataram_05
MTRMTR00030/01-01AI-R_PDE,00:1F:64:EE:F6:5F,0.0.0.0,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Komisi_Penyiaran_Daerah_Indonesia_Mataram_01
4BB006780/01-01AI-Lor_Sekolah,00:1F:64:EE:F6:62,10.15.15.76,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Up,SDN Brebes 02 Jl. Jend Sudirman 169
MTRMTR00014/01-02AI-KN_PNTU_MSUK,00:1F:64:EE:F6:74,10.15.15.102,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Sriwijaya_Computer_Mataram_02
MTRMTR00119/01-01AI-DP_M_SYARIAH,00:1F:64:EE:F6:77,10.15.13.181,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Ekonomi_UNRAM_15
MTRMTR00120/03-04AI-DP_R_PSMB,00:1F:64:EE:F6:80,10.15.13.87,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FKIP_UNRAM_02
MTRMTR00121/01-02AI-DP_SKRTARIAT,00:1F:64:EE:F6:86,10.15.13.21,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Fakultas_Hukum_UNRAM_08
MTRMTR00121/01-03AI-LRONG_BRT,00:1F:64:EE:F6:89,10.15.13.134,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Fakultas_Hukum_UNRAM_11
5MTR010929/02-06AI-DP_KLS_12,00:1F:64:EE:F6:8C,10.15.13.122,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMK_Muhamadyah_Mataram_06
MTRMTR00008/01-01AI-DP_GEDUNG,00:1F:64:EE:F6:8F,0.0.0.0,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Studi_Magister_Pertanian_UNRAM_01
MTRMTR00016/02-02AI-DP_K_202,00:1F:64:EE:F6:92,10.15.11.80,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Paseban_Mataram_02
MTRMTR00017/01-03AI-RESTO,00:1F:64:EE:F6:95,10.15.11.121,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Grand_Mataram_03
MTRMTR00120/02-06AI-DP_R_ADM,00:1F:64:EE:F6:98,10.15.13.180,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FKIP_UNRAM_07
MTRMTR00120/02-05AI-DP_R_PRAKTK,00:1F:64:EE:F6:9B,10.15.13.168,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FKIP_UNRAM_10
MTRMTR00008/01-02AI-DP_MUSHALLA,00:1F:64:EE:F6:9E,10.15.11.153,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Studi_Magister_Pertanian_UNRAM_02
MTRMTR00008/01-03AI-DP_GOR,00:1F:64:EE:F6:A4,10.15.11.150,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Studi_Magister_Pertanian_UNRAM_03
4BB006778/01-01AI-Dp_R_Guru,00:1F:64:EE:F6:A7,10.15.15.155,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Down,SDN Brebes 01 Jl. Jend Sudirman 183
5MTR010975/02-06AI-DP_KLS_11,00:1F:64:EE:F6:AA,10.15.15.99,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMU_Muhamadyah_Mataram_06
MTRMTR00026/01-01AI-POS_SATPAM,00:1F:64:EE:F6:AD,10.15.11.132,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Maktal_Mataram_01
MTRMTR00026/01-05AI-TENGAH_LT_2,00:1F:64:EE:F6:B0,10.15.11.134,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Maktal_Mataram_05
5MTR010929/01-04AI-DP_R_KELAS_11,00:1F:64:EE:F6:B6,10.15.13.65,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMK_Muhamadyah_Mataram_04
MTRMTR00026/01-04AI-DP_K_101,00:1F:64:EE:F6:BC,10.15.11.114,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Maktal_Mataram_04
MTRMTR00026/01-02AI-PINTU_MASUK,00:1F:64:EE:F6:C5,10.15.11.135,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Maktal_Mataram_02
MTRMTR00007/01-07AI-AULA_KN_2,00:1F:64:EE:F6:CE,10.15.11.188,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,PASAR-SENI-SGG_EX-ARENA-UNRAM
5MTR011093/01-02AI-KANTIN,00:1F:64:EE:F6:E0,10.15.15.13,AE5100-E2AN2T,Root Area,WAC-D7-MTR,Up,SMK_4_Mataram_02
MTRMTR00121/01-09AI-DP_GD_HUKUM,00:1F:64:EE:F6:FE,10.15.13.189,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Fakultas_Hukum_UNRAM_05
MTRMTR00121/01-01AI-DP_LAB_HUKUM,00:1F:64:EE:F7:07,10.15.13.123,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Fakultas_Hukum_UNRAM_04
MTRMTR00121/01-04AI-DP_GD_PGDLN,00:1F:64:EE:F7:0A,10.15.13.85,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Fakultas_Hukum_UNRAM_14
MTRMTR00117/01-16AI-LOBBY_RSNAWA,00:1F:64:EE:F7:0D,0.0.0.0,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Rusunawa_Unram_08
MTRMTR00119/01-03AI-PNTU_BLKNG,00:1F:64:EE:F7:19,10.15.13.144,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Ekonomi_UNRAM_05
5MTR010913/01-02AI-AULA_DEPAN,00:1F:64:EE:F7:1C,10.15.11.218,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMUK_Kesuma_Mataram_02
MTRMTR00120/02-07AI-DP_R_LAB_BIO,00:1F:64:EE:F7:1F,10.15.13.89,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FKIP_UNRAM_06
MTRMTR00120/01-08AI-GDG_B_FKIP,00:1F:64:EE:F7:22,10.15.13.78,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,FKIP_UNRAM_05
MTRMTR00119/01-02AI-DP_AKTANSI,00:1F:64:EE:F7:25,10.15.13.190,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Ekonomi_UNRAM_07
5MTR010929/02-05AI-DP_R_TKR,00:1F:64:EE:F7:28,10.15.13.115,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMU_Muhamadyah_Mataram_08
MTRMTR00016/01-03AI-DP_R_SERVER,00:1F:64:EE:F7:2B,10.15.11.176,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Paseban_Mataram_03
MTRMTR00016/01-06AI-DP_K_107,00:1F:64:EE:F7:2E,10.15.11.247,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Paseban_Mataram_06
MTRMTR00017/01-01Ai-DP_K_102,00:1F:64:EE:F7:31,10.15.11.44,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Grand_Mataram_01
5MTR010929/01-03AI-DP_R_WAKASEK,00:1F:64:EE:F7:34,10.15.13.114,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMK_Muhamadyah_MAtaram_03
MTRMTR00119/01-04AI-DOSEN_IESP,00:1F:64:EE:F7:3A,10.15.13.29,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Fakultas_Ekonomi_UNRAM_12
MTRMTR00014/01-01AI-PINTU_MASUK,00:1F:64:EE:F7:3D,10.15.15.110,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Sriwijaya_Computer_Mataram_01
MTRMTR00017/02-02AI-DP_K_202,00:1F:64:EE:F7:40,10.15.11.174,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Grand_Mataram_02
MTRMTR00016/01-05AI-DPN_K_102,00:1F:64:EE:F7:43,10.15.11.26,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Paseban_Mataram_05
KSSDMA00023/02-02AI-Ats_Tempat_casier,00:1F:64:EE:F7:76,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-GBL01,Down,JL. SULTAAN FATAH NO. 7 BINTORO - DEMAK
MTRMTR00117/02-10AI-DP_K_05_LT2,00:1F:64:EE:F7:7C,10.15.13.165,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Rusunawa_Unram_06
MTRMTR00007/01-06AI-AULA_KN_1,00:1F:64:EE:F7:82,10.15.11.235,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,Aula_Arena_Budaya_Unram_07
MTRMTR00117/02-09AI-DP_K_23_LT2,00:1F:64:EE:F7:8B,0.0.0.0,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,PIZZA-HUT-MTR_EX-RUSUNAWA
MTRMTR00016/01-04AI-PINTU_MASUK,00:1F:64:EE:F7:94,10.15.11.4,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Hotel_Paseban_Mataram_04
MTRMTR00117/03-08AI-DP_K_10_LT3,00:1F:64:EE:F7:9D,10.15.13.77,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Rusunawa_Unram_14
4KT003844/01-03BI-R_TU/BK,00:1F:64:EE:F7:AC,10.17.22.53,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 2 KLATEN_JL. ANGSANA, TRUNUH, KLATEN Selatan
ABRABR00015/01-01AI-R_Guru,00:1F:64:EE:F7:AF,10.17.19.13,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP Islam Sudirman Banyubiru_Ds. Tegaron , Kec. Banyubiru
7KDI000789/03-01AI-R_IPP,00:1F:64:EE:F7:C7,10.14.63.65,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,BPKP SULTRA_KENDARI; Jl. Balaikota No.15
KDIMDG00019/01-02AI-R_Kuliah_B,00:1F:64:EE:F7:D0,10.14.62.19,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,STMIK_BINA_BANGSA_KENDARI
MTRMTR00117/03-07AI-DP_K_14_LT3,00:1F:64:EE:F8:03,10.15.13.46,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Rusunawa_Unram_04
KDIKDR00013/01-01AI-Perpustakaan,00:1F:64:EE:F8:18,10.14.63.72,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,BANK INDONESIA CAB. KENDARI ; Jln Sultan Hasanuddin No. 150
PTKPTK00263/01-01AI-Teras_Kantin,00:1F:64:EE:F8:1E,10.15.23.142,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,KANTIN-SF_JL_IMAM-BONJOL_PTK
KDIKDR00014/01-03AI-Ktr_Wibro,00:1F:64:EE:F8:2A,0.0.0.0,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Down,Plasa Telkom; jl. Ahmad Yani
PTKPTK00263/01-02AI-Dlm_Kantin,00:1F:64:EE:F8:33,10.15.23.119,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,KANTIN-SF_JL_IMAM-BONJOL_PTK
LRTLRT00002/01-02AI-Kr_Plasa,00:1F:64:EE:F8:3C,10.15.17.27,AE5100-E2AN2T,Root Area,WAC-D7-KPN,Up,Plaza Telkom Larantuka
BABJR00023/01-0AI-R_Guru,00:1F:64:EE:F8:3F,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SMPN 2 WANADADI 1-Jl. Raya Timur Km 1 Wanakarsa
PTKPTK00262/01-01AI-Dlm_Rumah_Makan,00:1F:64:EE:F8:45,10.15.24.38,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,SIMPANG-AMPEK-2-RM_JL_IMAM-BONJOL_PTK
PTKPTK00301/01-01AI-Dlm_RM,00:1F:64:EE:F8:4E,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,RM-IMBON-80_JL_IMAM-BONJOL_PTK
PTKPTK00301/01-02AI-Teras_RM,00:1F:64:EE:F8:51,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D6-PTK,Down,RM-IMBON-80_JL_IMAM-BONJOL_PTK
KDIKDR00013/02-01AI-R_Publik_Hall,00:1F:64:EE:F8:5D,10.14.63.67,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,BANK INDONESIA CAB. KENDARI ; Jln Sultan Hasanuddin No. 150
MMEMMR00007/01-01AI-Dp_BAR,00:1F:64:EE:F8:66,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D7-KPN,Down,Ratu Sin Resto Mumere
LRTLWB00002/01-02AI-Kr_Plasa,00:1F:64:EE:F8:6F,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D7-KPN,Down,Plaza Telkom Lewoleba
LRTLRT00002/01-01AI-Dp_Plasa,00:1F:64:EE:F8:7E,10.15.17.22,AE5100-E2AN2T,Root Area,WAC-D7-KPN,Up,Plaza Telkom Larantuka
PWTCLG00004/01-02AI-Lobby,00:1F:64:EE:F8:93,10.15.23.19,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP MUHAMMADIYAH CILONGOK_JL MESJID PERNASIDI CILONGOK
ABRABR00026/01-01AI-Ujung_Kls,00:1F:64:EE:F8:9F,10.17.19.4,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP Theresiana Jambu_Ds. Boedono Kec. Jambu
5MTR011122/02-03AI-DP_PERPUS,00:1F:64:EE:F8:A5,10.15.14.74,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,MTSn_1_05
4KT003844/01-01AI-R_Guru,00:1F:64:EE:F8:A8,10.17.22.15,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMA NEGERI 2 KLATEN_JL. ANGSANA, TRUNUH, KLATEN Selatan
GTGTL00100/0202-Rg_Monep_Monitoring_&_Evaluasi-21F1271,00:1F:64:EE:F8:AE,10.14.5.19,AE5100-E2AN2T,Root Area,WAC-D7-MDO,Down,Ktr_Gub_Gorontalo_Lt2_Ruang_Monitoring_&_Evaluasi Jl. Sapta Marga, Kel Botu, Kec Dumbo Raya Gorontalo
5MTR011093/02-01AI-DP_R_KLS,00:1F:64:EE:F8:B1,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D7-MTR,Down,SMK _4 _Mataram_03
4PML006743/01-02AI-Lt_2_R_Rapat,00:1F:64:EE:F8:BD,10.15.16.103,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Up,SMP Pius Pemalang Jl. Pemuda 20
4PML006743/01-01AI-Pendopo,00:1F:64:EE:F8:C0,10.15.16.70,AE5100-E2AN2T,WAC Jateng>>Gombel>>GBL03,WAC-D4-GBL03,Up,SMP Pius Pemalang Jl. Pemuda 20
4BM004499/01-02AI-Kelas_VIIF,00:1F:64:EE:F8:CF,10.15.28.8,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,SMP Negeri 2 Banyumas_Jl. Bhayangkara Banyumas
CPGML00042/02-01AI-Lab,00:1F:64:EE:F8:E4,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SMP Muhammadiyah 2 Cilacap
MTRMTR00031/02-02AI-PELAYANAN,00:1F:64:EE:F8:ED,10.15.13.7,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,Bank_Indonesia_Mataram_02
5MTR010975/01-03AI-DP_KANTIN,00:1F:64:EE:F8:F6,0.0.0.0,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,SMU_Muhamadyah_01
5MTR010913/04-12AI-KLS_12_BHSA,00:1F:64:EE:F9:02,10.15.11.94,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMUK_Kesuma_Mataram_12
PWTPWT00060/02-01AI-Pemasaran,00:1F:64:EE:F9:05,10.15.24.40,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Up,JAMSOSTEK PURWOKERTO_JL. S. PARMAN NO 15 PURWOKERTO
5MTR020091/01-08AI-Dp_Ruang_Guru,00:1F:64:EE:F9:11,10.15.15.64,AE5100-E2AN2T,Root Area,WAC-D7-MTR,Up,SMA_Gunung_Sari_08
5MTR020091/01-07AI-Musholla,00:1F:64:EE:F9:1A,10.15.15.55,AE5100-E2AN2T,Root Area,WAC-D7-MTR,Up,SMA_Gunung_Sari_07
5MTR010980/01-07AI-DP_R_KELAS,00:1F:64:EE:F9:23,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D7-MTR,Down,SMUn_8_MTR_07
PALPAL00010/01-02AI-R_Lobby,00:1F:64:EE:F9:26,10.15.67.10,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Down,KANTOR DITLANTAS JL. RAJA MOILI PALU
PALPAL00010/01-01AI-Dpn_R_Pelayanan,00:1F:64:EE:F9:3E,10.15.67.38,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Down,KANTOR DITLANTAS JL. RAJA MOILI PALU
KPKPN00046/01-04AI-Dp_R_Kelas,00:1F:64:EE:F9:44,10.15.21.27,AE5100-E2AN2T,Root Area,WAC-D7-KPN,Up,SMA N 1 KUPANG
PWTPBG00012/01-01AI-R_Komputer,00:1F:64:EE:F9:50,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SMA Muhammadiyah 4 Kertanegara A_Jl. Raya Utara Kertanegara
Q1-PWTPBG00013/01-01AI-R.Guru,00:1F:64:EE:F9:53,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SDN 2 Banjar Kerta
PWTPBG00009/01-01AI-R_Kelas_IXB,00:1F:64:EE:F9:59,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SMP Muhammadiyah 4 Kertanegara_JL. RAYA NO. 7
PWTPBG00011/02-01AI-Kelas_VIID,00:1F:64:EE:F9:5F,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,MTS Maarif NU 01 Kertanegara_JALAN RAYA KERTANEGARA - PURBALINGGA
SBWSBW00009/01-02AI-R_PLAZA,00:1F:64:EE:F9:62,10.15.11.194,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,UTS2-02-EX-PLASA-SBW
SBWSBW00022/01-01AI-DP_PNTU_MSK,00:1F:64:EE:F9:65,0.0.0.0,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,KPU_SUMBAWA_01
5SBW019102/02-01AI-DP_KELAS,00:1F:64:EE:F9:68,10.15.12.39,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_2_SBW_BESAR_02
5SBW019102/01-01AI-DP_LAB,00:1F:64:EE:F9:71,10.15.12.18,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Up,SMP_2_SBW_BESAR_01
7PAL000956/03-04AI-R_Aula_STIMIK_Bina_Mulia_Lt3,00:1F:64:EE:F9:77,10.14.61.28,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,STIMIK BINA MULIA JL. SUPRAPTO PALU
7PAL000956/02-01AI-Dp_R_Ketua_STIMIK_Bina_Mulia,00:1F:64:EE:F9:7D,10.14.61.23,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,STIMIK BINA MULIA JL. SUPRAPTO PALU
CPCLC00002/01-02AI-R_Pelayanan,00:1F:64:EE:F9:80,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,JAMSOSTEK CILACAP_JL MT HARYONO NO 22 CILACAP
CPCLC00002/01-01AI-R_Pemasaran,00:1F:64:EE:F9:86,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,JAMSOSTEK CILACAP_JL MT HARYONO NO 22 CILACAP
SBWSBW00018/01-03AI-KIOS_1,00:1F:64:EE:F9:89,10.15.12.47,AE5100-E2AN2T,WAC Nusa Tenggara>>Mataram>>WAC Mataram,WAC-D7-MTR,Down,TAMAN_BUGIS_SBW_03
7PAL000956/03-02AI-Dp_Tangga_STIMIK_Bina_Mulia_Lt3,00:1F:64:EE:F9:8C,10.14.61.26,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,STIMIK BINA MULIA JL. SUPRAPTO PALU
PWTPBG00004/01-01AI-R.Kelas_VIII_A,00:1F:64:EE:F9:95,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,Not set
PALPAL00076/01-06AI-Blk_Kampus_STIMIK_Bina_Mulia,00:1F:64:EE:F9:98,10.14.61.25,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,STIMIK BINA MULIA JL. SUPRAPTO PALU
Q1-4CP006478/01-01AI-R_Guru,00:1F:64:EE:F9:9B,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D4-KBU01,Down,SMP PURNAMA 2_JL PANJAITAN CILACAP (SEBELAH SMPN 2 CILACAP)
KPKPN00045/01-01AI-R_Guru,00:1F:64:EE:F9:9E,0.0.0.0,AE5100-E2AN2T,Root Area,WAC-D7-KPN,Down,SMP N 16 KUPANG
KPKPN00046/01-01AI-Dp_R_Guru,00:1F:64:EE:F9:A1,10.15.21.109,AE5100-E2AN2T,Root Area,WAC-D7-KPN,Up,SMA N 1 KUPANG
7GT004126/01-02AI-DP_LOBBY,00:1F:64:EE:F9:A7,10.14.65.86,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Down,Hotel_New_Melati_Gorontalo_Jl._Gajah_Mada_No.01_GORONTALO
KDIMDG00005/02-01AI-Dp_R_Perlengkapan_dan_Kerumahtanggaan,00:1F:64:EE:F9:AA,0.0.0.0,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Down,KANTOR BAHASA_KENDARI; Jl. Martandu Samping Polda
KDIMDG00019/02-01AI-R_Perpustakaan,00:1F:64:EE:F9:B0,10.14.62.24,AE5100-E2AN2T,WAC Sulawesi>>Makassar>>MKS02,WAC-D7-BLK02,Up,STMIK_BINA_BANGSA_KENDARI
